stemming,negation
lama tuan timbul hidup anies gausah nyapres gitu etika ya gak bicara soal etika kaya ini tuan plongo lebih fahan karena sdh menang dari tuan timbul,"['lama', 'tuan', 'timbul', 'hidup', 'anies', 'gausah', 'nyapres', 'gitu', 'etika', 'ya', 'tidak_bicara', 'soal', 'etika', 'kaya', 'ini', 'tuan', 'plongo', 'lebih', 'fahan', 'karena', 'sdh', 'menang', 'dari', 'tuan', 'timbul']"
abu waras prabowo kait apbd dki yang puluh trilyun dgn mampu anies atas polusi padahal masalah polusi jkt bukan soal duit tapi tentang wenang perintah pusat yang stupid soal lingkung itu yang harus koreksi,"['abu', 'waras', 'prabowo', 'kait', 'apbd', 'dki', 'yang', 'puluh', 'trilyun', 'dgn', 'mampu', 'anies', 'atas', 'polusi', 'padahal', 'masalah', 'polusi', 'jkt', 'tidak_soal', 'duit', 'tapi', 'tentang', 'wenang', 'perintah', 'pusat', 'yang', 'stupid', 'soal', 'lingkung', 'itu', 'yang', 'harus', 'koreksi']"
fahrihamzah anies lbh baik banding kamu hya dewan jilat  amp munafik,"['fahrihamzah', 'anies', 'lbh', 'baik', 'banding', 'kamu', 'hya', 'dewan', 'jilat', '', 'amp', 'munafik']"
hukum harus tegak untuk semua capres anies singgung gibran saat papar visi dan misi soal tega hukum,"['hukum', 'harus', 'tegak', 'untuk', 'semua', 'capres', 'anies', 'singgung', 'gibran', 'saat', 'papar', 'visi', 'dan', 'misi', 'soal', 'tega', 'hukum']"
partaisocmed lamongan viva jatim naskah uji kelas xi di smk muhammadiyah sekar kabupaten lamongan pampang foto calon presiden capres anis baswedan dalam naskah uji mata ajar bahasa inggris yang dapat foto anies baswedan sebut dapat pada poin nomer,"['partaisocmed', 'lamongan', 'viva', 'jatim', 'naskah', 'uji', 'kelas', 'xi', 'di', 'smk', 'muhammadiyah', 'sekar', 'kabupaten', 'lamongan', 'pampang', 'foto', 'calon', 'presiden', 'capres', 'anis', 'baswedan', 'dalam', 'naskah', 'uji', 'mata', 'ajar', 'bahasa', 'inggris', 'yang', 'dapat', 'foto', 'anies', 'baswedan', 'sebut', 'dapat', 'pada', 'poin', 'nomer']"
ini poin pakta integritas yang pakat paslon anies baswedan muhaimin iskandar dan dapat dukung ijtima ulama sepenuh pada,"['ini', 'poin', 'pakta', 'integritas', 'yang', 'pakat', 'paslon', 'anies', 'baswedan', 'muhaimin', 'iskandar', 'dan', 'dapat', 'dukung', 'ijtima', 'ulama', 'sepenuh', 'pada']"
sam sul vivacoid saha ieu teh meuni geulis kitu tolong sampai salam pada si cantik ini dan kasih tahu bahwasanya saya akan pilih pak anies untuk jadi presiden ri,"['sam', 'sul', 'vivacoid', 'saha', 'ieu', 'teh', 'meuni', 'geulis', 'kitu', 'tolong', 'sampai', 'salam', 'pada', 'si', 'cantik', 'ini', 'dan', 'kasih', 'tahu', 'bahwasanya', 'saya', 'akan', 'pilih', 'pak', 'anies', 'untuk', 'jadi', 'presiden', 'ri']"
desak anies itu desak nya bukan asal nama biar tarik di acara itu orang beneran bisa ngedesak yg keras depan muka pak anies,"['desak', 'anies', 'itu', 'desak', 'nya', 'tidak_asal', 'nama', 'biar', 'tarik', 'di', 'acara', 'itu', 'orang', 'beneran', 'bisa', 'ngedesak', 'yg', 'keras', 'depan', 'muka', 'pak', 'anies']"
bilegotasecret kasi mau pilih anies dibully emak,"['bilegotasecret', 'kasi', 'mau', 'pilih', 'anies', 'dibully', 'emak']"
kutip anies dasar atas berita di tentang prioritas untuk bangun pedestrian untuk cak imin beliau bicara tentang ketidaksepakatannya atas pindah ibukota dan justru teguh stereotipe kalimantan,"['kutip', 'anies', 'dasar', 'atas', 'berita', 'di', 'tentang', 'prioritas', 'untuk', 'bangun', 'pedestrian', 'untuk', 'cak', 'imin', 'beliau', 'bicara', 'tentang', 'ketidaksepakatannya', 'atas', 'pindah', 'ibukota', 'dan', 'justru', 'teguh', 'stereotipe', 'kalimantan']"
sudah hari lalu anies tetap trending di twitter tanya kenapa,"['sudah', 'hari', 'lalu', 'anies', 'tetap', 'trending', 'di', 'twitter', 'tanya', 'kenapa']"
negativisme gilir ke mas anies ngegas,"['negativisme', 'gilir', 'ke', 'mas', 'anies', 'ngegas']"
aminsumantoslow anies musuh negara wakanda tetapi harap bagi rakyat indonesia wakanda no more indonesia forever,"['aminsumantoslow', 'anies', 'musuh', 'negara', 'wakanda', 'tetapi', 'harap', 'bagi', 'rakyat', 'indonesia', 'wakanda', 'no', 'more', 'indonesia', 'forever']"
great fleet anies ga tolak memang ada gera ini krn jokowi prabowo juga literally ga ada yg berani larang juga krn memang massa sedang gusar tapi jelas anies bukan inisiator dan dalang ga nge encourage juga ga libat di jadi sama sekali,"['great', 'fleet', 'anies', 'tidak_tolak', 'memang', 'ada', 'gera', 'ini', 'krn', 'jokowi', 'prabowo', 'juga', 'literally', 'tidak_ada', 'yg', 'berani', 'larang', 'juga', 'krn', 'memang', 'massa', 'sedang', 'gusar', 'tapi', 'jelas', 'anies', 'tidak_inisiator', 'dan', 'dalang', 'tidak_nge', 'encourage', 'juga', 'tidak_libat', 'di', 'jadi', 'sama', 'sekali']"
satrio tone mardigu pak prabowo pernah usung anies tpi dia ungkit itu debat terus di bakas pak anies salah mana ingat gerindra juga terima banyak manfaat sat dukung anies,"['satrio', 'tone', 'mardigu', 'pak', 'prabowo', 'pernah', 'usung', 'anies', 'tpi', 'dia', 'ungkit', 'itu', 'debat', 'terus', 'di', 'bakas', 'pak', 'anies', 'salah', 'mana', 'ingat', 'gerindra', 'juga', 'terima', 'banyak', 'manfaat', 'sat', 'dukung', 'anies']"
kimberley jika pak anies tugas nya pak surya lantas yg tak level tuh jongos nya prabowo ya mbak,"['kimberley', 'jika', 'pak', 'anies', 'tugas', 'nya', 'pak', 'surya', 'lantas', 'yg', 'tidak_level', 'tuh', 'jongos', 'nya', 'prabowo', 'ya', 'mbak']"
prabowo nilai sangat santai dan sangat tenang tak lihat gugup sama sekali bahkan beberapa kali ia justru hasil cair suasana dengan jokes nya dan gaya silat gemoy pasca jawab tanya anies yang lalu ikut riuh tawa tonton pimpin tegas,"['prabowo', 'nilai', 'sangat', 'santai', 'dan', 'sangat', 'tenang', 'tidak_lihat', 'gugup', 'sama', 'sekali', 'bahkan', 'beberapa', 'kali', 'ia', 'justru', 'hasil', 'cair', 'suasana', 'dengan', 'jokes', 'nya', 'dan', 'gaya', 'silat', 'gemoy', 'pasca', 'jawab', 'tanya', 'anies', 'yang', 'lalu', 'ikut', 'riuh', 'tawa', 'tonton', 'pimpin', 'tegas']"
begini mentah dam sifat dari capres anies yang sombong dan angkuh,"['begini', 'mentah', 'dam', 'sifat', 'dari', 'capres', 'anies', 'yang', 'sombong', 'dan', 'angkuh']"
wildansadhega nathpribady anies menang pilkada habib rizieq ga minta apa gajadi apa,"['wildansadhega', 'nathpribady', 'anies', 'menang', 'pilkada', 'habib', 'rizieq', 'tidak_minta', 'apa', 'gajadi', 'apa']"
anies baswedan tuding capres banyak janji timnas amin janji kita ukur,"['anies', 'baswedan', 'tuding', 'capres', 'banyak', 'janji', 'timnas', 'amin', 'janji', 'kita', 'ukur']"
arrega kuasabu memelord bagi mereka yang alergi fpi jakarta jadi neraka di jaman pak anies shummum bukmun umyun fa hum l yarjin,"['arrega', 'kuasabu', 'memelord', 'bagi', 'mereka', 'yang', 'alergi', 'fpi', 'jakarta', 'jadi', 'neraka', 'di', 'jaman', 'pak', 'anies', 'shummum', 'bukmun', 'umyun', 'fa', 'hum', 'l', 'yarjin']"
anies baswedan cerita ke ustad abdul somad heran tidak ada doa saat debat capres,"['anies', 'baswedan', 'cerita', 'ke', 'ustad', 'abdul', 'somad', 'heran', 'tidak_ada', 'doa', 'saat', 'debat', 'capres']"
temen ngoceh soal debat pilpres gw jd dengar yg baik aja dech bagus kata pak anies tp harap harus guna data spya gen yg kosong jd faham visi misi pak anies aniesbaswedan,"['temen', 'ngoceh', 'soal', 'debat', 'pilpres', 'gw', 'jd', 'dengar', 'yg', 'baik', 'aja', 'dech', 'bagus', 'kata', 'pak', 'anies', 'tp', 'harap', 'harus', 'guna', 'data', 'spya', 'gen', 'yg', 'kosong', 'jd', 'faham', 'visi', 'misi', 'pak', 'anies', 'aniesbaswedan']"
mengapa nasdem aju ganjar anies bagi nasdem ini pasang rekonsiliasi bangsa dan negara pasca belah di milu bukan versi fahri hamzah yang ngarang namun pak lurah neng ae dua bulan yang tunggu tak ada respons malah ab hendak kriminalisasi,"['mengapa', 'nasdem', 'aju', 'ganjar', 'anies', 'bagi', 'nasdem', 'ini', 'pasang', 'rekonsiliasi', 'bangsa', 'dan', 'negara', 'pasca', 'belah', 'di', 'milu', 'tidak_versi', 'fahri', 'hamzah', 'yang', 'ngarang', 'namun', 'pak', 'lurah', 'neng', 'ae', 'dua', 'bulan', 'yang', 'tunggu', 'tidak_ada', 'respons', 'malah', 'ab', 'hendak', 'kriminalisasi']"
reiza patters harus mas anies briefing dulu belum ngomong isu demokrasi kait oposisi ke partai usung utama ke nasdem dan pkb ibarat dulang air ciprat muka sendiri,"['reiza', 'patters', 'harus', 'mas', 'anies', 'briefing', 'dulu', 'belum', 'ngomong', 'isu', 'demokrasi', 'kait', 'oposisi', 'ke', 'partai', 'usung', 'utama', 'ke', 'nasdem', 'dan', 'pkb', 'ibarat', 'dulang', 'air', 'ciprat', 'muka', 'sendiri']"
imanlagi tetapsemangatvi pantesan kalo polling di anies menang mulu cocok jadi presiden di medsos doang negeri maya,"['imanlagi', 'tetapsemangatvi', 'pantesan', 'kalo', 'polling', 'di', 'anies', 'menang', 'mulu', 'cocok', 'jadi', 'presiden', 'di', 'medsos', 'doang', 'negeri', 'maya']"
andre rosiade bang andre juga tidak etika dan angkuh dengan klaim anies jadi gub dki karena gerindra dan prabowo dengan tapi jasa jasa partai lain rawan dan rakyat dki saya yakin kalau hanya prabowo dan gerindra saja sendiri yg ngusung anies gak akan jadi,"['andre', 'rosiade', 'bang', 'andre', 'juga', 'tidak_etika', 'dan', 'angkuh', 'dengan', 'klaim', 'anies', 'jadi', 'gub', 'dki', 'karena', 'gerindra', 'dan', 'prabowo', 'dengan', 'tapi', 'jasa', 'jasa', 'partai', 'lain', 'rawan', 'dan', 'rakyat', 'dki', 'saya', 'yakin', 'kalau', 'hanya', 'prabowo', 'dan', 'gerindra', 'saja', 'sendiri', 'yg', 'ngusung', 'anies', 'tidak_akan', 'jadi']"
oposisicerdas anies tunjuk ada tega hukum mata prabowo saat ini ada orang tua korban yang cari adil sampai saat ini,"['oposisicerdas', 'anies', 'tunjuk', 'ada', 'tega', 'hukum', 'mata', 'prabowo', 'saat', 'ini', 'ada', 'orang', 'tua', 'korban', 'yang', 'cari', 'adil', 'sampai', 'saat', 'ini']"
wildansadhega nathpribady mustahil bro nu di pkb mau dikemanain anies masa jabat juga semua agama dapat tara fpi diem ga aneh beras bansos yg jadi bancak anak buah pak heru aja cium apalagi kalo anies kasih dana lebih ke fpi pasti tahu dan viral lah,"['wildansadhega', 'nathpribady', 'mustahil', 'bro', 'nu', 'di', 'pkb', 'mau', 'dikemanain', 'anies', 'masa', 'jabat', 'juga', 'semua', 'agama', 'dapat', 'tara', 'fpi', 'diem', 'tidak_aneh', 'beras', 'bansos', 'yg', 'jadi', 'bancak', 'anak', 'buah', 'pak', 'heru', 'aja', 'cium', 'apalagi', 'kalo', 'anies', 'kasih', 'dana', 'lebih', 'ke', 'fpi', 'pasti', 'tahu', 'dan', 'viral', 'lah']"
kompastv koq yg kamu sesal nyata anies nus laku prabowo nya lah yg ga tahan tolol,"['kompastv', 'koq', 'yg', 'kamu', 'sesal', 'nyata', 'anies', 'nus', 'laku', 'prabowo', 'nya', 'lah', 'yg', 'tidak_tahan', 'tolol']"
ini kyk anies udah nge golin tp anulir offset,"['ini', 'kyk', 'anies', 'udah', 'nge', 'golin', 'tp', 'anulir', 'offset']"
hariany abdhali periksa kpk anies datang dan itu tidak bukti,"['hariany', 'abdhali', 'periksa', 'kpk', 'anies', 'datang', 'dan', 'itu', 'tidak_bukti']"
bayang gak kalau tiba orang banyak pilih anies lalu dia menang pas menang baru tau kelompok sama ormas tsb apa rasa mereka yg tipu kali tsb ya,"['bayang', 'tidak_kalau', 'tiba', 'orang', 'banyak', 'pilih', 'anies', 'lalu', 'dia', 'menang', 'pas', 'menang', 'baru', 'tau', 'kelompok', 'sama', 'ormas', 'tsb', 'apa', 'rasa', 'mereka', 'yg', 'tipu', 'kali', 'tsb', 'ya']"
berani terobos area tega hukum paling rawan dalam debat capres reza indragiri siapa kapolri anies,"['berani', 'terobos', 'area', 'tega', 'hukum', 'paling', 'rawan', 'dalam', 'debat', 'capres', 'reza', 'indragiri', 'siapa', 'kapolri', 'anies']"
naaol wkwkw iya kemarin kan efpei dan dr beritane condong ke prabowo apalagi beberapa tokoh intine spt babe haekal neno warisman fahri hamzah ke prabowo eh gilir tokoh lain ke anies baswedan lsg cap politik identitas,"['naaol', 'wkwkw', 'iya', 'kemarin', 'kan', 'efpei', 'dan', 'dr', 'beritane', 'condong', 'ke', 'prabowo', 'apalagi', 'beberapa', 'tokoh', 'intine', 'spt', 'babe', 'haekal', 'neno', 'warisman', 'fahri', 'hamzah', 'ke', 'prabowo', 'eh', 'gilir', 'tokoh', 'lain', 'ke', 'anies', 'baswedan', 'lsg', 'cap', 'politik', 'identitas']"
sobat anies partaisocmed di mana hebat wowo di gertak si owe juga ciut dah gk aneh wajah dan perisai nya porongoskontolan awokwoox,"['sobat', 'anies', 'partaisocmed', 'di', 'mana', 'hebat', 'wowo', 'di', 'gertak', 'si', 'owe', 'juga', 'ciut', 'dah', 'gk', 'aneh', 'wajah', 'dan', 'perisai', 'nya', 'porongoskontolan', 'awokwoox']"
hukumdan pantes aja buzzerrp om wowo aktif bngt nyerang anies dr segala penjuru tau utk nutupin om wowo yg lg ko krn cape diri wkt debat kmrn segala cara nyerang anies tp ga mempan akhir tau jg om wowo lg kurang sehat sehat sehat om wowo msh ada debat yg lain,"['hukumdan', 'pantes', 'aja', 'buzzerrp', 'om', 'wowo', 'aktif', 'bngt', 'nyerang', 'anies', 'dr', 'segala', 'penjuru', 'tau', 'utk', 'nutupin', 'om', 'wowo', 'yg', 'lg', 'ko', 'krn', 'cape', 'diri', 'wkt', 'debat', 'kmrn', 'segala', 'cara', 'nyerang', 'anies', 'tp', 'tidak_mempan', 'akhir', 'tau', 'jg', 'om', 'wowo', 'lg', 'kurang', 'sehat', 'sehat', 'sehat', 'om', 'wowo', 'msh', 'ada', 'debat', 'yg', 'lain']"
kalau ganjar nyerang anies saat debat soal politik identitas aku cara sukarela bakal jadi buzzer ganjar,"['kalau', 'ganjar', 'nyerang', 'anies', 'saat', 'debat', 'soal', 'politik', 'identitas', 'aku', 'cara', 'sukarela', 'bakal', 'jadi', 'buzzer', 'ganjar']"
siap debat dua amin misi sejahtera keluarga akar kuat bangsa jcc network anies pilih baik,"['siap', 'debat', 'dua', 'amin', 'misi', 'sejahtera', 'keluarga', 'akar', 'kuat', 'bangsa', 'jcc', 'network', 'anies', 'pilih', 'baik']"
budionotaslim tahu hrs uas ulama ulama yang simpat dengan anies beberapa bulan lalu sempat aku lihat video uah dukung anies jadi nggak perlu heran dan pilih itu bebas saja ulama itu banyak dan masing masing sudah punya pilih beda beda,"['budionotaslim', 'tahu', 'hrs', 'uas', 'ulama', 'ulama', 'yang', 'simpat', 'dengan', 'anies', 'beberapa', 'bulan', 'lalu', 'sempat', 'aku', 'lihat', 'video', 'uah', 'dukung', 'anies', 'jadi', 'nggak', 'perlu', 'heran', 'dan', 'pilih', 'itu', 'bebas', 'saja', 'ulama', 'itu', 'banyak', 'dan', 'masing', 'masing', 'sudah', 'punya', 'pilih', 'beda', 'beda']"
naz lira adem liat nya klo anies ngomong,"['naz', 'lira', 'adem', 'liat', 'nya', 'klo', 'anies', 'ngomong']"
blantik pedhet anies muhaimin  prabowo gibran  ganjar mahfud ,"['blantik', 'pedhet', 'anies', 'muhaimin', '', 'prabowo', 'gibran', '', 'ganjar', 'mahfud', '']"
capres no urut anies baswedan hadir diskusi sama kelompok disabilitas se jabodetabek di islamic center kotabekasijabar jumat hub,"['capres', 'no', 'urut', 'anies', 'baswedan', 'hadir', 'diskusi', 'sama', 'kelompok', 'disabilitas', 'se', 'jabodetabek', 'di', 'islamic', 'center', 'kotabekasijabar', 'jumat', 'hub']"
oposisicerdas harus bukan begitu judul gerindra gerinda bantah ucap prabowo kan anies hanya kutip nyata prabowo yang bahkan vidio bisa kita lihat sekarang banyak edar,"['oposisicerdas', 'harus', 'tidak_begitu', 'judul', 'gerindra', 'gerinda', 'bantah', 'ucap', 'prabowo', 'kan', 'anies', 'hanya', 'kutip', 'nyata', 'prabowo', 'yang', 'bahkan', 'vidio', 'bisa', 'kita', 'lihat', 'sekarang', 'banyak', 'edar']"
yg dulu milih prabowo ada yg karena prabowo ada yg karena fpi yg dulu milih jokowi ada yg karena jokowi ada yg karena pdi yg dulu milih prabowo krn fpi sekarang gabung ke anies yg dulu milih jokowi karena pdi sekarang gabung ke ganjar sisa gabung ke prabowo,"['yg', 'dulu', 'milih', 'prabowo', 'ada', 'yg', 'karena', 'prabowo', 'ada', 'yg', 'karena', 'fpi', 'yg', 'dulu', 'milih', 'jokowi', 'ada', 'yg', 'karena', 'jokowi', 'ada', 'yg', 'karena', 'pdi', 'yg', 'dulu', 'milih', 'prabowo', 'krn', 'fpi', 'sekarang', 'gabung', 'ke', 'anies', 'yg', 'dulu', 'milih', 'jokowi', 'karena', 'pdi', 'sekarang', 'gabung', 'ke', 'ganjar', 'sisa', 'gabung', 'ke', 'prabowo']"
anies baswedan klarifikasi janji tak akan nyapres lawan prabowo singgung soal komitmen,"['anies', 'baswedan', 'klarifikasi', 'janji', 'tidak_akan', 'nyapres', 'lawan', 'prabowo', 'singgung', 'soal', 'komitmen']"
siapa pilih anda bagai presiden anies muhaimin  prabowo gibran  ganjar mahfud  total suara klik link tolong forward ke group dan teman teman ya terima kasih,"['siapa', 'pilih', 'anda', 'bagai', 'presiden', 'anies', 'muhaimin', '', 'prabowo', 'gibran', '', 'ganjar', 'mahfud', '', 'total', 'suara', 'klik', 'link', 'tolong', 'forward', 'ke', 'group', 'dan', 'teman', 'teman', 'ya', 'terima', 'kasih']"
hasyimmah apalagi anies tidak libat dalam putus bangun ikn sehingga beliau tidak tau alas jelas kenapa harus segera bangun ketika masalah lain masih banyak jadi turut saya malah lebih bijak anies tidak jawab ya atau tidak ketika tanya soal ikn,"['hasyimmah', 'apalagi', 'anies', 'tidak_libat', 'dalam', 'putus', 'bangun', 'ikn', 'sehingga', 'beliau', 'tidak_tau', 'alas', 'jelas', 'kenapa', 'harus', 'segera', 'bangun', 'ketika', 'masalah', 'lain', 'masih', 'banyak', 'jadi', 'turut', 'saya', 'malah', 'lebih', 'bijak', 'anies', 'tidak_jawab', 'ya', 'atau', 'tidak_ketika', 'tanya', 'soal', 'ikn']"
itsquaileggs ahok ngebacot di kep ribu tahun ngumpul dimonas juga yg kena anies,"['itsquaileggs', 'ahok', 'ngebacot', 'di', 'kep', 'ribu', 'tahun', 'ngumpul', 'dimonas', 'juga', 'yg', 'kena', 'anies']"
anies dengan angkuh ingin tega hukum padahal kepada para dukung masalah tidak berani tego gaco pagi batter up views gempa anies kamis daesang pilih baik adidas moldova ulama dana ginting bengis,"['anies', 'dengan', 'angkuh', 'ingin', 'tega', 'hukum', 'padahal', 'kepada', 'para', 'dukung', 'masalah', 'tidak_berani', 'tego', 'gaco', 'pagi', 'batter', 'up', 'views', 'gempa', 'anies', 'kamis', 'daesang', 'pilih', 'baik', 'adidas', 'moldova', 'ulama', 'dana', 'ginting', 'bengis']"
generasi mudanu sy dukung prabowo dan telah hasil debat kmrin sy akan dukung anies,"['generasi', 'mudanu', 'sy', 'dukung', 'prabowo', 'dan', 'telah', 'hasil', 'debat', 'kmrin', 'sy', 'akan', 'dukung', 'anies']"
anies baswedan tuding capres banyak janji timnas amin janji kita ukur,"['anies', 'baswedan', 'tuding', 'capres', 'banyak', 'janji', 'timnas', 'amin', 'janji', 'kita', 'ukur']"
neohistoria id kalau baca baik lagi tetep putus ada di tangan presiden apakah aku percaya pak anies bakal laku hal yg rugi masyrakat golong tentu tentu tidak dan bukti di jkt di jkt pula dia dukung minoritas tanpa buat yg lain emosi dan tolak adem dan adil,"['neohistoria', 'id', 'kalau', 'baca', 'baik', 'lagi', 'tetep', 'putus', 'ada', 'di', 'tangan', 'presiden', 'apakah', 'aku', 'percaya', 'pak', 'anies', 'bakal', 'laku', 'hal', 'yg', 'rugi', 'masyrakat', 'golong', 'tentu', 'tentu', 'tidak_dan', 'bukti', 'di', 'jkt', 'di', 'jkt', 'pula', 'dia', 'dukung', 'minoritas', 'tanpa', 'buat', 'yg', 'lain', 'emosi', 'dan', 'tolak', 'adem', 'dan', 'adil']"
andre rosiade daripada kelen goreng goreng sampah mending tanya pak aksa mahmud kenapa sampai nama pak anies yang muncul di pilgub dki,"['andre', 'rosiade', 'daripada', 'kelen', 'goreng', 'goreng', 'sampah', 'mending', 'tanya', 'pak', 'aksa', 'mahmud', 'kenapa', 'sampai', 'nama', 'pak', 'anies', 'yang', 'muncul', 'di', 'pilgub', 'dki']"
anies sosok capres yang tidak milik adab kepada orang yang lebih tua gaco pagi batter up views gempa anies kamis daesang pilih baik adidas moldova ulama dana ginting bengis,"['anies', 'sosok', 'capres', 'yang', 'tidak_milik', 'adab', 'kepada', 'orang', 'yang', 'lebih', 'tua', 'gaco', 'pagi', 'batter', 'up', 'views', 'gempa', 'anies', 'kamis', 'daesang', 'pilih', 'baik', 'adidas', 'moldova', 'ulama', 'dana', 'ginting', 'bengis']"
jenggobang jakapujakesuma klu gak punya ambisi itu nama nya mayat anies podo wae,"['jenggobang', 'jakapujakesuma', 'klu', 'tidak_punya', 'ambisi', 'itu', 'nama', 'nya', 'mayat', 'anies', 'podo', 'wae']"
rawa dari kemarin topik anies terus bro takut yah,"['rawa', 'dari', 'kemarin', 'topik', 'anies', 'terus', 'bro', 'takut', 'yah']"
andre rosiade gak sadar anies calon pks sandiaga yg calon gerindra kocak,"['andre', 'rosiade', 'tidak_sadar', 'anies', 'calon', 'pks', 'sandiaga', 'yg', 'calon', 'gerindra', 'kocak']"
anies selalu jebak dalam asumsi pribadi tanpa ada dukung bukti dan fakta gaco pagi batter up views gempa anies kamis daesang pilih baik adidas moldova ulama dana ginting bengis,"['anies', 'selalu', 'jebak', 'dalam', 'asumsi', 'pribadi', 'tanpa', 'ada', 'dukung', 'bukti', 'dan', 'fakta', 'gaco', 'pagi', 'batter', 'up', 'views', 'gempa', 'anies', 'kamis', 'daesang', 'pilih', 'baik', 'adidas', 'moldova', 'ulama', 'dana', 'ginting', 'bengis']"
tvonenews rezapahleviaja lalu pilih sandi uno sekarang telah tugas selesai aniesbaswedan balik ke teman lama utl hadap dgn prabowo orang yg usung waktu anies tinggal kwn lama dan tahun caci maki kerja anda luar biasa,"['tvonenews', 'rezapahleviaja', 'lalu', 'pilih', 'sandi', 'uno', 'sekarang', 'telah', 'tugas', 'selesai', 'aniesbaswedan', 'balik', 'ke', 'teman', 'lama', 'utl', 'hadap', 'dgn', 'prabowo', 'orang', 'yg', 'usung', 'waktu', 'anies', 'tinggal', 'kwn', 'lama', 'dan', 'tahun', 'caci', 'maki', 'kerja', 'anda', 'luar', 'biasa']"
tvonenews baru tahu ada insiden ini sekian tahun hasil diumpetin dari publik eh sekarang buka sama anies pantes sj mereka berang,"['tvonenews', 'baru', 'tahu', 'ada', 'insiden', 'ini', 'sekian', 'tahun', 'hasil', 'diumpetin', 'dari', 'publik', 'eh', 'sekarang', 'buka', 'sama', 'anies', 'pantes', 'sj', 'mereka', 'berang']"
anies kembali lihat munafik kait sikap hadap lanjut ikn gaco pagi batter up views gempa anies kamis daesang pilih baik adidas moldova ulama dana ginting bengis,"['anies', 'kembali', 'lihat', 'munafik', 'kait', 'sikap', 'hadap', 'lanjut', 'ikn', 'gaco', 'pagi', 'batter', 'up', 'views', 'gempa', 'anies', 'kamis', 'daesang', 'pilih', 'baik', 'adidas', 'moldova', 'ulama', 'dana', 'ginting', 'bengis']"
kolepmaniaa jakfar kompascom makanya itu kan aneh yg papar anies kan jelas indeks demokrasi turun bebas dapat kekang eh tiba ada yg bilang diktator sambil ungkit jasa nya ke anies kan aneh jaka sembung bawa golok,"['kolepmaniaa', 'jakfar', 'kompascom', 'makanya', 'itu', 'kan', 'aneh', 'yg', 'papar', 'anies', 'kan', 'jelas', 'indeks', 'demokrasi', 'turun', 'bebas', 'dapat', 'kekang', 'eh', 'tiba', 'ada', 'yg', 'bilang', 'diktator', 'sambil', 'ungkit', 'jasa', 'nya', 'ke', 'anies', 'kan', 'aneh', 'jaka', 'sembung', 'bawa', 'golok']"
knp kalo pak prabowo dukung habib luthfi dan babeh haikal engga politik identitas sedang pak anies dukung hrs sama uas malah bilang politik identitas bukan semua sama aja ya mainin politik identitas kalo gt masuk pak ganjar jg muncul di adzan maghrib rcti,"['knp', 'kalo', 'pak', 'prabowo', 'dukung', 'habib', 'luthfi', 'dan', 'babeh', 'haikal', 'engga', 'politik', 'identitas', 'sedang', 'pak', 'anies', 'dukung', 'hrs', 'sama', 'uas', 'malah', 'bilang', 'politik', 'identitas', 'tidak_semua', 'sama', 'aja', 'ya', 'mainin', 'politik', 'identitas', 'kalo', 'gt', 'masuk', 'pak', 'ganjar', 'jg', 'muncul', 'di', 'adzan', 'maghrib', 'rcti']"
propaganda aniesbaswedan prabowo banyak bacot udah langgar etika konstitusi gak etika saat debat malah bilang anies gak etika rela bodoh demi asam sulfat dan badut,"['propaganda', 'aniesbaswedan', 'prabowo', 'banyak', 'bacot', 'udah', 'langgar', 'etika', 'konstitusi', 'tidak_etika', 'saat', 'debat', 'malah', 'bilang', 'anies', 'tidak_etika', 'rela', 'bodoh', 'demi', 'asam', 'sulfat', 'dan', 'badut']"
akhir anies kena batu karena ucap kait udara ber ktp gaco pagi batter up views gempa anies kamis daesang pilih baik adidas moldova ulama dana ginting bengis,"['akhir', 'anies', 'kena', 'batu', 'karena', 'ucap', 'kait', 'udara', 'ber', 'ktp', 'gaco', 'pagi', 'batter', 'up', 'views', 'gempa', 'anies', 'kamis', 'daesang', 'pilih', 'baik', 'adidas', 'moldova', 'ulama', 'dana', 'ginting', 'bengis']"
berani terobos area tega hukum paling rawan dalam debat capres reza indragiri siapa kapolri anies,"['berani', 'terobos', 'area', 'tega', 'hukum', 'paling', 'rawan', 'dalam', 'debat', 'capres', 'reza', 'indragiri', 'siapa', 'kapolri', 'anies']"
anies keok daesang adidas singapura,"['anies', 'keok', 'daesang', 'adidas', 'singapura']"
chaves aniesbaswedan fahrihamzah gerindra datuakrajoangek fitnah apa fakta ayo jgn bolak balik apa yg sampek pak anies ya fakta benar coba sebut mana letak fitnah bisa sebut ga dgn data,"['chaves', 'aniesbaswedan', 'fahrihamzah', 'gerindra', 'datuakrajoangek', 'fitnah', 'apa', 'fakta', 'ayo', 'jgn', 'bolak', 'balik', 'apa', 'yg', 'sampek', 'pak', 'anies', 'ya', 'fakta', 'benar', 'coba', 'sebut', 'mana', 'letak', 'fitnah', 'bisa', 'sebut', 'tidak_dgn', 'data']"
kisah michael hart pria yahudi amerika protes dan tentang saat umum nama nabi muhammad saat kuliah umum di london pagi anies ulama gaco adidas ordal semalem uncrush koda daesang,"['kisah', 'michael', 'hart', 'pria', 'yahudi', 'amerika', 'protes', 'dan', 'tentang', 'saat', 'umum', 'nama', 'nabi', 'muhammad', 'saat', 'kuliah', 'umum', 'di', 'london', 'pagi', 'anies', 'ulama', 'gaco', 'adidas', 'ordal', 'semalem', 'uncrush', 'koda', 'daesang']"
